University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,student_id,attendance_clean,health_issues_clean,relationship_clean,interested_area_clean,skills_clean,performance_risk_label,performance_risk_binary,predicted_risk_binary,predicted_risk_label,predicted_risk_probability,predicted_confidence
2020,Female,20,2018,BCSE,8,No,No,3,2,Offline,Yes,Yes,2,Advance,98,No,No,Yes,Programming,2,Hardware,Single,No,Family,No,2.6,No,2.81,75,500000,STU1181,98.0,No,Single,Hardware,Programming,At Risk,1,1,At Risk,0.5606430702445235,0.5606430702445235
2021,Male,20,2020,BCSE,4,Yes,No,7,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,9,NETWORKING,Relationship,No,Bachelor,No,3.33,No,3.5,33,40000,STU1182,90.0,No,Relationship,Networking,Web Development,Good,0,0,Good,0.13651796725084364,0.8634820327491564
2021,Male,24,2017,BCSE,4,No,No,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,2,Software,Relationship,Yes,Bachelor,No,4.0,No,3.92,34,40000,STU1183,90.0,No,Relationship,Software,Programming,Good,0,0,Good,0.21824343291398157,0.7817565670860185
2021,Male,22,2020,BCSE,2,Yes,Yes,6,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Cyber security,3,NETWORKING,Single,Yes,Family,No,3.25,No,3.25,11,30000,STU1184,100.0,No,Single,Networking,Cyber Security,Good,0,0,Good,0.26317278488021195,0.7368272151197881
2019,Male,22,2018,BCSE,11,Yes,No,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Cyber security,2,Software,Single,Yes,Family,No,3.46,No,3.1,102,40000,STU1185,100.0,No,Single,Software,Cyber Security,At Risk,1,1,At Risk,0.572162083860587,0.572162083860587
2022,Male,19,2020,BCSE,2,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,85,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.73,No,3.73,11,20000,STU1186,85.0,No,Single,Software,Programming,Good,0,0,Good,0.14036748065109855,0.8596325193489014
2014,Male,26,2014,BCSE,22,No,Yes,3,2,Online,Yes,Yes,1,Basic,100,Yes,No,Yes,Cyber security,5,NETWORKING,Single,No,Family,No,2.0,No,2.0,80,25000,STU1187,100.0,No,Single,Networking,Cyber Security,At Risk,1,1,At Risk,0.9457309941520466,0.9457309941520466
2019,Male,25,2017,BCSE,11,Yes,Yes,2,1,Offline,Yes,Yes,5,Intermediate,80,No,No,Yes,Basic,2,Software,Single,Yes,Bachelor,No,3.78,No,3.56,132,20000,STU1188,80.0,No,Single,Software,Basic,Good,0,0,Good,0.17820933554553495,0.821790664454465
2017,Male,24,2015,BCSE,15,Yes,Yes,6,4,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.42,No,3.02,136,50000,STU1189,100.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.678661323868298,0.678661323868298
2018,Female,21,2017,BCSE,14,No,No,4,5,Online,Yes,Yes,5,Advance,95,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,3.5,No,3.2,122,15000,STU1190,95.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.8664830409356725,0.8664830409356725
2022,Male,21,2020,BCSE,2,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.26,No,3.26,11,22000,STU1191,90.0,No,Single,Software,Programming,Good,0,0,Good,0.3419347366795747,0.6580652633204254
2022,Female,21,2020,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,2,Basic,70,Yes,No,No,Cyber security,1,Artificial Intelligence,Single,No,Family,No,3.9,No,3.8,12,25000,STU1192,70.0,No,Single,Artificial Intelligence,Cyber Security,Good,0,0,Good,0.14530534055727556,0.8546946594427245
2019,Female,21,2018,BCSE,9,Yes,Yes,2,1,Online,Yes,Yes,5,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Family,No,3.7,No,3.68,105,50000,STU1193,95.0,No,Single,Software,Programming,Good,0,0,Good,0.06846486003148865,0.9315351399685113
2019,Female,22,2018,BCSE,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.82,No,3.65,78,30000,STU1194,100.0,No,Single,Software,Web Development,Good,0,0,Good,0.17164825712678616,0.8283517428732139
2019,Female,21,2018,BCSE,11,Yes,No,5,2,Offline,Yes,Yes,5,Advance,99,No,No,No,Web development,2,Machine Learning,Single,Yes,Family,No,3.85,No,3.72,126,100000,STU1195,99.0,No,Single,Machine Learning,Web Development,Good,0,0,Good,0.08304286607701242,0.9169571339229876
2016,Male,24,2016,BCSE,18,No,Yes,2,2,Offline,Yes,Yes,3,Advance,95,Yes,No,Yes,Programming,3,Software,Married,Yes,Bachelor,No,3.1,No,2.84,133,20000,STU1196,95.0,No,Married,Software,Programming,At Risk,1,1,At Risk,0.8958657292528261,0.8958657292528261
2022,Female,20,2020,BCSE,2,Yes,No,2,2,Online,Yes,No,6,Intermediate,90,No,No,Yes,Networking,0,Software,Single,No,Bachelor,No,2.67,No,2.67,12,35000,STU1197,90.0,No,Single,Software,Networking,At Risk,1,1,At Risk,0.849636337340977,0.849636337340977
2019,Female,23,2017,BCSE,9,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,80,No,No,No,Web development,1,Machine Learning,Single,No,Bachelor,No,3.82,No,3.6,84,30000,STU1198,80.0,No,Single,Machine Learning,Web Development,Good,0,0,Good,0.3904221334952462,0.6095778665047538
2022,Male,20,2020,BCSE,2,Yes,Yes,4,3,Offline,Yes,Yes,2,Basic,100,No,No,No,Programming,2,Software,Single,Yes,Family,No,3.72,No,3.72,11,40000,STU1199,100.0,No,Single,Software,Programming,Good,0,0,Good,0.17250135247744203,0.827498647522558
2019,Female,21,2018,BCSE,10,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Family,No,3.51,No,3.56,125,40000,STU1200,90.0,No,Single,Artificial Intelligence,Programming,Good,0,0,Good,0.2328139479278524,0.7671860520721476
2020,Male,22,2018,BCSE,8,No,No,8,7,Online,Yes,No,4,Intermediate,90,No,No,Yes,Web development,5,Software,Single,No,Bachelor,Yes,3.48,No,3.35,75,40000,STU1201,90.0,Yes,Single,Software,Web Development,Good,0,0,Good,0.22891753551333696,0.7710824644866631
2019,Male,22,2018,BCSE,11,No,No,3,2,Offline,Yes,Yes,20,Basic,90,No,No,Yes,Software Development,1,Machine Learning,Single,No,Bachelor,No,2.65,No,2.99,121,50000,STU1202,90.0,No,Single,Machine Learning,Software Development,At Risk,1,1,At Risk,0.5367713212648744,0.5367713212648744
2019,Male,22,2018,BCSE,11,No,Yes,6,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,5,Software,Relationship,Yes,Bachelor,No,3.72,No,3.42,131,62488,STU1203,100.0,No,Relationship,Software,Web Development,Good,0,0,Good,0.2188201660795208,0.7811798339204792
2021,Male,23,2018,BCSE,2,Yes,No,3,2,Online,Yes,No,3,Basic,85,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,1.96,No,1.96,11,62488,STU1204,85.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.912905982905983,0.912905982905983
2019,Female,23,2017,BCSE,10,Yes,Yes,2,2,Offline,Yes,Yes,1,Advance,95,No,No,Yes,Networking,2,NETWORKING,Married,Yes,Family,No,3.38,No,3.6,120,50000,STU1205,95.0,No,Married,Networking,Networking,Good,0,0,Good,0.1301839773153588,0.8698160226846412
2018,Male,23,2017,BCSE,14,No,Yes,7,2,Online,Yes,Yes,2,Intermediate,80,Yes,No,No,Web development,2,Software,Relationship,Yes,Family,No,2.8,No,2.8,130,18000,STU1206,80.0,No,Relationship,Software,Web Development,At Risk,1,1,At Risk,0.9250915584717763,0.9250915584717763
2019,Female,21,2018,BCSE,9,No,No,5,2,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Web development,2,Web development,Single,No,Family,Yes,3.36,No,3.59,100,40000,STU1207,100.0,Yes,Single,Web Development,Web Development,Good,0,0,Good,0.20102561460184198,0.798974385398158
2020,Male,22,2028,BCSE,8,No,No,2,2,Offline,Yes,Yes,4,Intermediate,85,No,No,Yes,Software Development,1,Software,Single,No,Bachelor,No,3.33,No,3.1,80,62488,STU1208,85.0,No,Single,Software,Software Development,At Risk,1,0,Good,0.4661482383036157,0.5338517616963843
2017,Male,25,2016,BCSE,15,No,No,1,1,Online,Yes,Yes,2,Intermediate,90,Yes,No,Yes,"Networking, MIS",2,Hardware,Single,Yes,Family,Yes,2.11,Yes,2.54,126,80000,STU1209,90.0,Yes,Single,Hardware,Networking,At Risk,1,1,At Risk,0.8734044882320744,0.8734044882320744
2021,Male,21,2020,BCSE,4,No,No,1,1,Offline,Yes,Yes,6,Basic,52,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,2.83,No,3.05,37,20000,STU1210,52.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.7835849948812696,0.7835849948812696
2021,Male,21,2019,BCSE,4,Yes,Yes,3,2,Online,Yes,Yes,4,Intermediate,88,Yes,No,No,Programming,2,Software,Single,Yes,Family,No,2.2,No,2.2,30,62488,STU1211,88.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.7615668409902844,0.7615668409902844
2019,Male,23,2018,BCSE,11,No,Yes,6,3,Offline,Yes,Yes,6,Intermediate,98,No,No,Yes,Web development,3,Software,Single,Yes,Family,No,3.2,No,3.22,110,50000,STU1212,98.0,No,Single,Software,Web Development,Good,0,0,Good,0.15497366899927328,0.8450263310007267
2019,Male,26,2014,BCSE,10,No,No,4,2,Offline,Yes,Yes,1,Intermediate,70,Yes,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,2.81,No,3.2,104,12000,STU1213,70.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.8368393856200994,0.8368393856200994
2022,Male,20,2020,BCSE,2,No,No,5,3,Offline,No,Yes,2,Basic,100,No,No,No,Programming,5,Software,Single,Yes,Bachelor,No,3.48,No,3.48,11,20000,STU1214,100.0,No,Single,Software,Programming,Good,0,0,Good,0.2873610799571276,0.7126389200428724
2022,Female,20,2020,BCSE,2,Yes,No,5,1,Offline,Yes,Yes,6,Intermediate,90,No,No,No,Programming,5,Software,Single,No,Family,Yes,4.0,No,0.0,11,50000,STU1215,90.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.6095501771910319,0.6095501771910319
2022,Male,20,2020,BCSE,1,Yes,Yes,2,7,Offline,Yes,Yes,6,Basic,100,Yes,No,No,Web development,4,Software,Single,No,Family,No,4.0,No,4.0,14,62488,STU1216,100.0,No,Single,Software,Web Development,Good,0,0,Good,0.22498467432950192,0.7750153256704981
2019,Male,23,2017,BCSE,9,Yes,Yes,4,2,Offline,Yes,Yes,6,Intermediate,90,No,No,No,Web development,1,Machine Learning,Single,No,Bachelor,No,3.7,No,3.5,89,50000,STU1217,90.0,No,Single,Machine Learning,Web Development,Good,0,0,Good,0.07949362441365893,0.9205063755863411
2022,Male,20,2020,BCSE,1,Yes,Yes,3,1,Offline,Yes,No,6,Basic,100,No,No,Yes,Programming,0,Software,Relationship,Yes,Family,No,0.0,No,0.0,11,25000,STU1218,100.0,No,Relationship,Software,Programming,At Risk,1,1,At Risk,0.8717129923172031,0.8717129923172031
2022,Female,21,2019,BCSE,2,Yes,Yes,4,3,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Software Development,3,Software,Single,No,Family,No,3.68,No,0.0,11,25000,STU1219,90.0,No,Single,Software,Software Development,At Risk,1,1,At Risk,0.5666699946249453,0.5666699946249453
2022,Male,21,2020,BCSE,1,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Bachelor,No,3.3,No,3.3,11,50000,STU1220,95.0,No,Single,Software,Programming,Good,0,0,Good,0.1868862132759912,0.8131137867240088
2018,Male,22,2016,BCSE,12,No,No,4,2,Online,Yes,Yes,2,Intermediate,88,No,No,Yes,Cyber security,6,Hardware,Single,Yes,Bachelor,No,3.85,No,3.1,115,62488,STU1221,88.0,No,Single,Hardware,Cyber Security,At Risk,1,0,Good,0.33678069297632923,0.6632193070236707
2019,Male,21,2018,BCSE,11,Yes,No,2,2,Online,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development,5,Software,Single,No,Bachelor,No,4.0,No,3.78,120,50000,STU1222,90.0,No,Single,Software,Web Development,Good,0,0,Good,0.17016794972747656,0.8298320502725234
2018,Female,24,2018,BCSE,12,No,No,4,2,Offline,Yes,Yes,1,Intermediate,97,No,No,No,Web development,2,Machine Learning,Single,Yes,Family,No,2.98,No,2.91,136,20000,STU1223,97.0,No,Single,Machine Learning,Web Development,At Risk,1,1,At Risk,0.6809055973358771,0.6809055973358771
2020,Female,22,2018,BCSE,8,Yes,Yes,5,3,Offline,Yes,Yes,15,Advance,100,No,No,No,Web development,4,Hardware,Single,Yes,Family,No,3.64,No,3.75,88,34000,STU1224,100.0,No,Single,Hardware,Web Development,Good,0,0,Good,0.08992130742456401,0.9100786925754359
2022,Female,19,2020,BCSE,2,Yes,No,6,5,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Bachelor,No,3.56,No,3.58,11,10000,STU1225,95.0,No,Single,Software,Programming,Good,0,0,Good,0.14257133105672146,0.8574286689432785
2019,Male,23,2018,BCSE,11,No,Yes,1,1,Offline,Yes,Yes,2,Advance,65,No,No,Yes,Digital Marketing,1,Hardware,Relationship,No,Family,No,1.68,No,3.1,120,30000,STU1226,65.0,No,Relationship,Hardware,Digital Marketing,At Risk,1,1,At Risk,0.859988315430032,0.859988315430032
2022,Male,20,2020,BCSE,2,No,Yes,3,3,Online,Yes,Yes,5,Basic,80,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,2.54,No,2.54,11,40000,STU1227,80.0,No,Single,Networking,Programming,At Risk,1,1,At Risk,0.8490633845571101,0.8490633845571101
2022,Male,20,2020,BCSE,2,No,No,7,3,Offline,Yes,Yes,1,Basic,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,3.9,No,3.9,11,50000,STU1228,95.0,No,Single,Software,Programming,Good,0,0,Good,0.23561131617578243,0.7643886838242175
2019,Female,22,2019,BCSE,9,Yes,Yes,6,3,Offline,Yes,Yes,3,Basic,90,No,No,Yes,Networking,1,NETWORKING,Single,No,Family,No,3.84,No,3.77,99,60000,STU1229,90.0,No,Single,Networking,Networking,Good,0,0,Good,0.11519120403095576,0.8848087959690443
2019,Male,22,2018,BCSE,10,Yes,Yes,1,2,Offline,Yes,Yes,1,Intermediate,70,No,No,Yes,Web development,6,Software,Single,Yes,Bachelor,Yes,3.68,No,3.39,117,16000,STU1230,70.0,Yes,Single,Software,Web Development,Good,0,0,Good,0.08254586494743014,0.9174541350525699
2018,Female,23,2016,BCSE,9,Yes,Yes,2,1,Offline,Yes,Yes,2,Advance,95,No,No,No,Web development,2,Machine Learning,Single,No,Family,No,3.14,No,3.14,101,40000,STU1231,95.0,No,Single,Machine Learning,Web Development,At Risk,1,0,Good,0.2685438737887954,0.7314561262112046
2019,Male,23,2018,BCSE,11,No,No,4,2,Offline,Yes,Yes,4,Intermediate,95,No,No,Yes,Programming,1,NETWORKING,Single,No,Bachelor,No,3.69,No,3.23,125,30000,STU1232,95.0,No,Single,Networking,Programming,Good,0,0,Good,0.15619603012588645,0.8438039698741135
2017,Male,26,2014,BCSE,17,No,No,3,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Web development,6,Software,Single,No,Bachelor,No,2.73,No,3.08,110,25000,STU1233,95.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.8551311214692449,0.8551311214692449
2019,Male,24,2018,BCSE,11,No,No,2,2,Online,Yes,Yes,1,Intermediate,80,No,No,No,Web development,4,Software,Single,No,Bachelor,No,3.48,No,3.0,123,62488,STU1234,80.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.6040416862197788,0.6040416862197788
2022,Male,20,2020,BCSE,2,Yes,Yes,5,2,Online,Yes,Yes,12,Intermediate,75,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,2.61,No,2.61,11,40000,STU1235,75.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.9111392177165488,0.9111392177165488
2022,Female,19,2020,BCSE,1,No,No,7,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,70000,STU1236,100.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.9150927879808813,0.9150927879808813
2018,Male,23,2018,BCSE,12,No,No,1,1,Offline,Yes,Yes,2,Intermediate,88,Yes,No,Yes,Web development,1,Software,Single,Yes,Bachelor,No,2.8,No,2.68,84,50000,STU1237,88.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.9171592119271604,0.9171592119271604
2020,Male,23,2019,BCSE,7,No,No,1,3,Offline,Yes,Yes,1,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,1.52,No,2.15,70,36000,STU1238,90.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.9731958443854996,0.9731958443854996
2020,Male,22,2019,BCSE,8,No,No,2,1,Offline,Yes,Yes,3,Intermediate,85,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,No,3.12,No,3.08,83,30000,STU1239,85.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.7113376284976423,0.7113376284976423
2018,Male,24,2017,BCSE,12,No,No,5,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Networking,3,NETWORKING,Relationship,No,Family,No,3.68,No,3.33,118,20000,STU1240,90.0,No,Relationship,Networking,Networking,Good,0,0,Good,0.15351635716139359,0.8464836428386064
2019,Male,24,2018,BCSE,11,Yes,No,4,2,Online,Yes,No,1,Intermediate,85,Yes,Yes,Yes,"Programming, Networking",1,NETWORKING,Single,No,Family,No,2.25,No,2.64,103,20000,STU1241,85.0,No,Single,Networking,Programming,At Risk,1,1,At Risk,0.6705267258928983,0.6705267258928983
2019,Male,22,2018,BCSE,11,Yes,No,1,2,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,1,Software,Relationship,No,Family,No,3.5,No,3.43,126,100000,STU1242,90.0,No,Relationship,Software,Web Development,Good,0,0,Good,0.16757832055286948,0.8324216794471305
2022,Female,20,2020,BCSE,1,Yes,Yes,6,2,Offline,No,No,1,Basic,100,No,No,Yes,Programming,3,Software,Single,No,Family,No,0.0,No,0.0,0,50000,STU1243,100.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.8588095238095237,0.8588095238095237
2020,Male,19,2019,BCSE,8,Yes,No,2,1,Online,Yes,Yes,1,Basic,90,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.36,No,3.72,88,20000,STU1244,90.0,No,Single,Software,Web Development,Good,0,0,Good,0.13111454031481654,0.8688854596851835
2022,Male,20,2020,BCSE,2,Yes,No,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Family,No,3.83,No,3.83,11,35000,STU1245,99.0,No,Single,Software,Programming,Good,0,0,Good,0.18082115869051793,0.819178841309482
2019,Male,22,2018,BCSE,10,No,Yes,4,2,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,4,Software,Single,No,Family,No,1.98,No,2.98,104,25000,STU1246,90.0,No,Single,Software,Web Development,At Risk,1,1,At Risk,0.7590084187309578,0.7590084187309578
2021,Female,19,2020,BCSE,2,No,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Family,Yes,3.37,Yes,3.37,11,62488,STU1247,98.0,Yes,Single,Software,Programming,Good,0,0,Good,0.1250776618179158,0.8749223381820842
2022,Male,21,2021,BCSE,1,Yes,Yes,3,2,Online,Yes,Yes,3,Advance,88,No,No,Yes,Networking,1,Software,Single,Yes,Family,No,3.15,No,3.15,11,62488,STU1248,88.0,No,Single,Software,Networking,At Risk,1,1,At Risk,0.6950750637148357,0.6950750637148357
2022,Male,19,2020,BCSE,1,Yes,No,5,3,Offline,Yes,No,3,Basic,88,No,No,No,Programming,2,Software,Single,No,Family,No,0.0,No,0.0,0,30000,STU1249,88.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.9148070760122231,0.9148070760122231
2022,Male,20,2021,BCSE,1,Yes,Yes,1,1,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Networking,2,Software,Single,Yes,Family,No,0.0,No,0.0,0,150000,STU1250,100.0,No,Single,Software,Networking,At Risk,1,1,At Risk,0.9340859704641349,0.9340859704641349
2022,Female,20,2020,BCSE,1,Yes,No,4,2,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Networking,2,NETWORKING,Single,Yes,Family,No,0.0,No,0.0,0,50000,STU1251,98.0,No,Single,Networking,Networking,At Risk,1,1,At Risk,0.935428431372549,0.935428431372549
2017,Female,23,2016,BCSE,14,No,No,3,2,Online,Yes,Yes,3,Basic,90,No,No,Yes,Software Development,2,Software,Married,No,Family,No,2.79,No,2.84,133,30000,STU1252,90.0,No,Married,Software,Software Development,At Risk,1,1,At Risk,0.5683812522588362,0.5683812522588362
2021,Male,21,2019,BCSE,3,Yes,No,5,3,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.52,No,3.65,23,62488,STU1253,95.0,No,Single,Software,Programming,Good,0,0,Good,0.1859092452418815,0.8140907547581185
2021,Male,21,2020,BCSE,3,Yes,Yes,1,2,Online,Yes,Yes,2,Intermediate,90,No,No,Yes,Web development,1,Hardware,Single,No,Family,No,3.85,No,3.79,35,35000,STU1254,90.0,No,Single,Hardware,Web Development,Good,0,0,Good,0.09813727685195546,0.9018627231480445
2019,Female,23,2018,BCSE,11,Yes,No,4,2,Online,Yes,Yes,5,Advance,70,Yes,No,No,Cyber security,2,UI/UX,Married,Yes,Bachelor,Yes,3.01,No,2.89,120,90000,STU1255,70.0,Yes,Married,UI/UX Design,Cyber Security,At Risk,1,1,At Risk,0.7661730769230769,0.7661730769230769
2021,Female,20,2020,BCSE,3,Yes,No,3,2,Offline,Yes,Yes,2,Advance,90,No,No,Yes,Programming,3,NETWORKING,Relationship,No,Family,No,3.18,No,3.18,24,80000,STU1256,90.0,No,Relationship,Networking,Programming,At Risk,1,1,At Risk,0.6764245493181673,0.6764245493181673
2021,Male,19,2020,BCSE,3,Yes,Yes,5,2,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,No,3.72,No,3.89,26,60000,STU1257,100.0,No,Single,Software,Web Development,Good,0,0,Good,0.21262839859468755,0.7873716014053125
2021,Female,21,2020,BCSE,5,Yes,Yes,3,2,Online,Yes,No,10,Intermediate,70,No,No,Yes,Programming,3,Software,Single,No,Family,Yes,2.8,No,2.9,40,500000,STU1258,70.0,Yes,Single,Software,Programming,At Risk,1,1,At Risk,0.7747969292849993,0.7747969292849993
2021,Male,21,2020,BCSE,3,Yes,No,2,2,Online,Yes,Yes,3,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.42,No,3.56,23,50000,STU1259,90.0,No,Single,Software,Programming,Good,0,0,Good,0.16595670689829373,0.8340432931017063
2021,Male,20,2020,BCSE,4,Yes,No,3,2,Offline,Yes,Yes,3,Basic,85,No,No,No,Programming,2,Software,Single,No,Bachelor,No,2.49,No,3.03,25,40000,STU1260,85.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.7212158570036057,0.7212158570036057
2021,Female,19,2020,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Software,Single,No,Family,No,2.68,No,3.15,23,100000,STU1261,95.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.7109134581074191,0.7109134581074191
2021,Female,22,2017,BCSE,5,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,3.86,No,3.67,49,20000,STU1262,90.0,Yes,Single,Software,Programming,Good,0,0,Good,0.09927676401821711,0.9007232359817829
2022,Male,20,2020,BCSE,1,Yes,Yes,3,1,Offline,Yes,Yes,1,Advance,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,0.0,No,0.0,0,30000,STU1263,100.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.9260737909769555,0.9260737909769555
2021,Male,21,2020,BCSE,5,Yes,Yes,6,3,Online,Yes,Yes,2,Intermediate,90,No,No,No,Programming,3,Software,Single,Yes,Family,No,3.82,No,3.7,55,50000,STU1264,90.0,No,Single,Software,Programming,Good,0,0,Good,0.1882654749506912,0.8117345250493088
2021,Male,21,2019,BCSE,3,Yes,No,2,1,Online,Yes,Yes,2,Intermediate,75,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.58,No,3.1,23,40000,STU1265,75.0,No,Single,Software,Programming,At Risk,1,0,Good,0.4041673359138583,0.5958326640861418
2021,Male,21,2020,BCSE,5,No,No,5,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,2.57,No,2.8,45,30000,STU1266,98.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.7341295098612183,0.7341295098612183
2021,Male,22,2020,BCSE,3,Yes,No,5,2,Offline,Yes,Yes,2,Advance,95,No,No,Yes,"Programming, Mentoring",3,Software,Single,Yes,Bachelor,Yes,3.86,No,3.92,23,40000,STU1267,95.0,Yes,Single,Software,Programming,Good,0,0,Good,0.2002345679825448,0.7997654320174552
2022,Male,22,2019,BCSE,2,No,No,3,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,4.0,No,4.0,11,40000,STU1268,80.0,No,Single,Software,Programming,Good,0,0,Good,0.16239478999978094,0.837605210000219
2022,Female,20,2021,BCSE,1,Yes,Yes,1,2,Offline,Yes,Yes,7,Intermediate,80,No,No,No,Not yet,0,Artificial Intelligence,Single,Yes,Family,No,0.0,No,0.0,0,60000,STU1269,80.0,No,Single,Artificial Intelligence,None / Developing,At Risk,1,1,At Risk,0.958793385490754,0.958793385490754
2020,Male,23,2018,BCSE,6,No,No,1,2,Online,Yes,Yes,2,Intermediate,90,Yes,No,No,Programming,1,Software,Single,Yes,Bachelor,No,3.1,No,3.4,65,40000,STU1270,90.0,No,Single,Software,Programming,Good,0,1,At Risk,0.8019073410381928,0.8019073410381928
2022,Female,21,2020,BCSE,1,No,No,6,3,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,3,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,40000,STU1271,100.0,No,Single,Software,Programming,At Risk,1,1,At Risk,0.8772938781131917,0.8772938781131917
2021,Male,20,2020,BCSE,3,Yes,No,1,2,Offline,Yes,Yes,1,Basic,95,No,No,Yes,Programming,2,Software,Single,No,Family,Yes,3.68,No,3.65,24,45000,STU1272,95.0,Yes,Single,Software,Programming,Good,0,0,Good,0.14640648140048726,0.8535935185995127
